business_id,state,latitude,longitude,stars,review_count,cluster
aOisWROu-yOwsKsw4zM_OQ,FL,27.894708,-82.246768,4.0,15,2
6SaqNl4O0jHTrAuXXYlXCQ,TN,35.9409090797,-86.5287246333,4.0,65,3
gCuC7255XLP-KGuFqYFaSw,IN,39.8714047,-86.144212,4.5,29,1
bxjOSldtLatq7jX4j0lKuQ,IL,38.5921557583,-89.9510618445,2.0,18,3
WfPmZ9hp50ttugTVgfcPpA,ID,43.6433577229,-116.2061858995,4.0,88,0
0JoB3ThhI-DS78-1Ks1EUQ,PA,39.9242167,-75.1703845,3.5,105,0
UtfRoSHPShDwNBc1lLlZbw,MO,38.5689735,-90.3378223,3.5,42,0
wH3UmxaHNV_Aj59A8g-yYg,NJ,39.756599,-75.353474,3.0,17,4
rKlPSPn0wF5tkCrWZzBnbA,PA,40.1280682,-75.433067,2.5,36,1
zJdQwRbI7p0bH_60sfBSYA,MO,38.5026410247,-90.4449960697,2.5,13,2
IKXaAODca0KYqr8Fo4sgjw,PA,39.9282246,-75.1568413,4.0,11,0
sLgIenN5t-fFALQUkOvCyQ,NJ,39.9627366,-74.9498684,4.5,19,3
Okp9reNh6b53JwtjTlQAdw,ID,43.5937796423,-116.213413775,1.5,18,0
Yeef_hlUbSIRWog3dVortg,ID,43.6298459,-116.2031504,3.0,139,0
S0TBIuX2tkMjM0SCILJrtw,PA,39.9387267,-75.1923844,4.5,22,0
auH0BAgcZwxuQFKmvwy5PQ,FL,28.011989,-82.4601919,5.0,5,3
vsQT6ru-kMuQrEiadapIlQ,LA,29.9162193029,-90.1419844106,4.5,17,3
LnQRfj3pPz0369stRnwUWw,FL,27.9370758833,-82.2590851463,4.5,256,2
9L4MIONrA5qwZYJd5Ji8eA,NJ,39.7596911,-75.3548363,3.5,42,4
U0ICWpbd1C0GD9SpIv3bSA,FL,27.9384740106,-82.3183461208,3.5,165,2
L-YdO_NODKXXT3bkS0nUpg,FL,27.732229,-82.746455,3.5,664,0
17Y8circEnkMMXKfLo8Ztg,PA,39.9346516,-75.1602726,4.0,154,0
S2Ho8yLxhKAa26pBAm6rxA,LA,29.9522129,-90.0671158,4.0,1594,0
Swjkmg5qAHT6hwXQRWQoHQ,FL,28.0378445013,-82.6476599503,4.0,476,5
kBDcEKcbWcPn_MQewb5mJg,MO,38.639909,-90.2437806,2.5,13,5
CA5BOxKRDPGJgdUQ8OUOpw,AZ,32.2230921164,-110.96662733,4.0,608,2
wHiPhPVuGnngEieDBMG00g,FL,27.9222603996,-82.3286704227,4.0,391,2
jfIWqMrdWnPNORcDnQ7VNg,NV,39.5325979,-119.863847,3.0,188,3
yLIn3po-fKb0T3UIoJdiyQ,AB,53.54153,-113.5247,4.0,117,0
cqGHHh6nkP46p_MnUaD0yg,FL,28.1939789615,-82.3540767535,3.0,15,1
ivmKTD7lUjsGU7smNOL81A,IN,39.6349858712,-86.0848651775,3.5,46,2
W3pOGK9qIZJbA6CS0HRNcQ,IN,39.8695839,-86.1456129,3.0,107,1
yfHAv4seGavxYebzUgtZrg,NJ,40.2134659,-74.753501,4.0,6,0
z5YxP_jyIU7dRKUA7V_H0w,PA,39.955545,-75.1554729,4.5,68,0
t1P8sQvq-XkljRDPocBZSQ,NJ,39.89429,-75.059645,4.0,104,3
DGvkU7CkdBs6lNbncQmF3A,PA,40.0110062,-75.189062,3.5,129,0
MF5-JPr0auUkY_WLTTVUaA,PA,39.9448608451,-75.1652079004,4.0,240,0
6kPHr6gZaU9732ptn9gJrA,CA,34.4359054,-119.8230676,4.0,128,0
wXvbqjS9g9461rnxSCqcag,FL,27.84598,-82.7005,4.0,6,0
vD2jzpPv4iyOLKzITscGvA,MO,38.604131,-90.3041457,4.0,324,0
s29wxFmnoRdckDjwmPi1RA,FL,27.7739625,-82.6357933,4.5,121,0
H-ShuZET0m9IkCv-L9zFXA,IN,39.7824020708,-86.0082985,2.0,9,4
UfjOESkPzTXkV2o5suvkBg,NJ,39.9435732,-74.9689149,4.5,11,3
ql9pGsVnj0ZWAsHxO0myaQ,TN,36.0878881,-86.6483203,4.0,129,3
nX2105_S9lUhB5rbhC2n2w,MO,38.5921995,-90.3028367,4.5,268,0
UbnXqLQe-QFG8hf-Suor4Q,NJ,39.7563672,-75.1101403,4.0,21,1
ypXuDmnnPxnfP8a0qLsiEg,TN,36.152474,-86.840534,3.5,378,1
EYihmDxqVkspEaXgCorISQ,IN,39.9122914838,-86.2608343363,3.5,21,3
3DDRYqCzc3Yhh7WOpNh7tg,PA,40.0027825,-75.2222705,4.0,12,0
zgaaJ6jAhKpWCtQRryJfVQ,NJ,40.2037482,-74.7502687,4.0,5,0
zdG9d52hqH0JIk65LQzcaA,NJ,39.8373782253,-75.0885714591,2.0,34,1
_O_KBH1MStcUkS1xk5pxsg,PA,39.9835674,-75.1293858,4.5,68,0
3J8PwNptOmUSwPI6WTTaiw,PA,39.9404826,-75.1507871,4.5,11,0
zDEzXNbn84HD0lR0KD0seg,PA,39.9570895447,-75.3206777573,3.5,53,2
Wap4vDPNHNGSG_SIanQolA,IN,39.863261,-85.969627,3.5,38,4
1T9F7iLDFAYWJvif1RKneg,IN,39.8245077,-86.2395526,4.0,421,3
A-8K66Kx7fMXkayG_3zdJQ,LA,30.0095891,-90.15963,3.5,126,2
fgCDIVM8-PLgJuhxePt2MQ,PA,40.2107765,-75.0116925,4.5,5,3
lH3tplAcbNrNL0nJoyXCNA,FL,28.0714552,-82.4268348,4.5,163,3
xkgbgwTlkhzwo4ya_eIW-g,LA,30.0059172371,-90.1573632995,4.0,127,2
MPY4UwRBU_wYxlaYViIHMw,TN,35.9632992,-86.7998180865,3.5,20,0
RjISdNawGnpjsewMTSGgsA,PA,39.9102554,-75.1869588,4.0,55,0
aG7LRLXT9iLh59QT-2gaTw,PA,40.008333,-75.2913337,4.0,58,2
plYv1QpBDnLJ8cOtvZvmfA,IN,39.7811068,-86.1096286,4.5,127,5
Knd4u3v3I_6SbAzp_gbXaQ,FL,28.0166144,-82.123249,3.5,20,2
I13c2-Yo7hn2BKwCI81HSQ,MO,38.59159,-90.29389,3.5,72,0
NsbA31abl8CvYFs6P6kpyw,PA,40.1159729282,-75.3474167611,2.0,32,2
x4XdNhp0Xn8lOivzc77J-g,PA,40.1326346939,-75.5332256005,4.5,222,1
iHdrLu8deF5GceB0V1rPhA,CA,34.4213337,-119.6449814,4.5,313,5
rli_orteha_lGm72qnrgGg,IN,39.631866,-86.11975,3.5,7,2
c3_lkH7CAglbcIyyXthTcg,NJ,39.8520593,-75.1249159,2.5,43,1
IjtKwA7njLjTvZr0nFSLeA,FL,27.7435201,-82.7506397,4.0,230,0
O9W0Qs32RL5kU2_9oqZCKQ,AB,53.4596423757,-113.4331740439,3.5,32,4
kxX2SOes4o-D3ZQBkiMRfA,PA,40.0798480557,-75.025079772,4.0,181,3
8Zfo-9ZQWwC85wyBcRDb_Q,MO,38.6724614,-90.341001,4.5,117,0
hYonVJe6xzVBHHT2FLo4zg,TN,36.177051,-86.787824,3.5,532,1
MUQDp-1rzSN3lCjUycNLug,PA,39.9385148,-75.1981973,2.0,16,0
oiSVxgRNjdcdzKPOBIR6PQ,TN,36.2077886,-86.7840899,3.5,7,1
9ErL3RgoLljuSZdDmk-iRw,AB,53.511678,-113.322023,3.5,43,1
1AMdlp3799xhKsEvce9_aA,TN,36.1461402,-86.7993771,4.0,8,1
nROgQ9JIN0sjv-i5R1rHcA,FL,27.8945234966,-82.517929594,2.0,21,3
mzkitz3hHL9Xuk7Tk1AN7g,TN,35.9668508904,-86.6755874023,5.0,13,3
SGtB-yzWcFn0laOGaFhdnA,IL,38.8679343,-90.0865422,3.5,16,1
skX8LBrX5U45JoF07ykbJQ,FL,28.1958513945,-82.5917008406,4.0,55,4
_Dr8Bnt8us2qyPKayfj-rA,FL,28.22827,-82.73109,2.5,29,4
LnZvGYbqozanOSevcftnrw,PA,39.953549,-75.202991,4.0,314,0
lqBurWf5LxIhUQ0HtXTu_A,PA,40.0650212,-75.2065334,4.0,13,0
ygS0u9G_VUeV0nF-iVDRQg,AZ,32.2718119,-110.9980488,4.0,76,2
tejjTwrs5QzaiMvbfwCdZQ,IN,39.9066937795,-86.2210417539,4.0,29,3
RXItVN-qOBgbp_vBalAkOw,PA,39.953074,-75.192585,4.5,46,0
pAVL6huhX8C9tAgaOpNPzQ,TN,36.0853838675,-86.730393968,4.0,19,1
ZDg4siM2zLF4Rt8ZTqR8BA,PA,40.0462923,-75.3875288,4.0,51,2
_snyGj46oghIWXSDcrxq1A,PA,40.3331305,-75.6363224,4.5,10,1
_3m2qyCqx2pnDNyo5vYM3g,IN,39.9477453,-86.2379999,4.0,206,3
UqMcnY7B2WbvkC7DDnTCDw,AB,53.5391766,-113.5207561,4.5,19,0
g10CUV0LY50kLHMn5wgS_g,LA,29.9535507,-90.0690745,3.5,214,0
CAQFxeImeXVWnlBL4BzZwQ,NJ,39.8955529,-75.0173948,4.0,64,3
Uj8UjZN3RTafE9gJWz1pvQ,PA,40.1806769,-75.0865427,4.5,41,5
7AtWfsYtWFsuwnmuF5Reow,PA,40.300489428,-75.4799371176,3.5,14,1
jULIPydhMj18KOI5OHTwfA,PA,39.9609147337,-75.1708267829,4.0,552,0
NpIHuh0tMIZ-6EDmmwHvZA,TN,36.079261,-86.951694,2.0,21,0
196CWwMAtAcA21jYiMyRzg,LA,29.957225266000002,-90.0638432191,3.0,560,0
g5ogvPhw3PSobtaZFkdEXg,LA,29.9463033012,-90.0690600823,4.5,351,0
c3WKZO5vtv61xYQTt0TnNw,IN,39.8300539,-86.122203,4.5,90,5
7BmboJEmyQ_DAgTCoCgpgg,PA,39.9881000819,-75.1282148436,4.5,67,0
geMJbmX310M5VYe2f7au8Q,FL,27.9633947,-82.4596945,4.0,27,3
1wC41D8PLqOldFPUVAZ3tA,MO,38.6356545,-90.2407013,2.5,43,5
G4mEyZGeS_4JOuAQWg2dJA,PA,39.9596385,-75.6202853,3.5,36,4
cx2fwY66_xTNFo0p2EEC4g,PA,39.9181214,-75.392523,4.0,170,2
kZ3L75t_7EqE9kRS6bpWSA,NV,39.5184049,-119.8837575,3.5,72,3
WkNJ3FnK5WVW3thVUe-WSw,PA,39.9280043249,-75.160044618,4.5,24,0
-gx2zqPkSs-7aGZ01bDb7A,IN,39.7678513498,-86.1565324707,4.0,57,5
DszOO6k_s2wuGhTw2AsUdA,IL,38.601598,-89.987977,3.0,97,4
WDtk2TM2bH9IpOFkjzOjtg,LA,29.9924619,-90.2421859,3.0,5,1
7euWu2NslP7Qz1GVTBhlEw,IL,38.516857,-89.9561086403,3.0,12,4
A2TDvUnOgCRKeyWN8V2WGg,FL,27.8945981,-82.7399479,3.5,112,0
IcWtPNZIQCybqoDMpvQzjg,FL,27.8931296372,-82.7466404,4.0,5,0
UFa2v-FmElnYeD4tnMz5aQ,ID,43.6086549,-116.1926999269,2.5,13,0
UakVMT3xrpbFB2pHdxPjnw,FL,28.0116959,-82.7894068,3.5,668,5
F1xE--Gb4rNFAwHkNkV31A,NV,39.507188,-119.859367,4.5,278,3
f0zIrmg-Hw-gHNxa_mqIRQ,FL,28.1553698,-82.761282,4.5,19,5
cSefUziE1VrSzd245U-xMA,FL,27.9906276501,-82.6890083688,5.0,12,5
dYMb9V0rUmspH-59KnobrA,MO,38.4467374366,-90.3714872897,1.5,23,1
cQKvQMtNPDMvzwuBEB25Ng,FL,27.791653,-82.6654006,5.0,7,0
d8tLbQ9o3aVdOLgueJtYXw,AB,53.570187,-113.39821,3.5,37,3
oQ5CPRt0R3AzFvcjNOqB1w,TN,36.1229732,-86.7897823,4.0,1114,1
Aa0lDzrdkiiYGJfKjJxcww,AB,53.5702532,-113.4649479,3.5,68,3
YUDcLokFMZOtyWAmVY3jwA,LA,29.9565245,-90.06274,3.5,279,0
tr366vgAkbcpJBVKSdBxZg,NV,39.5576310319,-119.7913073049,3.5,238,5
5D-Gjagh385iopO3xqjjIQ,IL,38.6131177,-90.0457877,1.5,37,0
Lca4MeGf7g1K1GPD5Vu_Fw,LA,30.0174776,-90.1972824,3.5,22,1
uZHAl4kFY2lfHcDMC5vQjA,NV,39.5771207,-119.7406585,4.0,35,2
q2cgYLHKRaujrQgSnqJPTA,IN,39.9719092,-86.1542703,3.0,39,1
V0UWjalp7XsZ6SPpoKMpbw,FL,27.8658987956,-82.5266514013,4.5,5,3
OlOVRlcEstxKK_6hMjy63A,DE,39.786959,-75.545275,3.5,190,4
kMXVKnMoI9l7_5wEUB4fDA,FL,28.1275832833,-82.5331485,5.0,53,3
ZznSNkRERGH8l-wSFJKsEA,AB,53.570705,-113.5354858,1.5,11,0
ksma5FPvWkaZvcwHz_bZPA,AZ,32.3057217,-111.0128118,1.5,25,4
H-uycxPWOXoJRK0utDaYLg,FL,27.9616172083,-82.7957452026,4.5,55,5
xbgai7EB9_ZcsJLAzcPIwQ,FL,28.0521231,-82.3357518,4.0,7,1
smRQA9crZ6SwUrLATMSVPg,PA,40.1359626,-74.9424668,4.0,9,3
c7-Q-64Qgy3a5VYevB0wAw,FL,27.8395596,-82.7099067,4.5,16,0
sjueAFshWHWkKn5a1AymuQ,FL,27.948062,-82.446824,4.0,227,3
ak7Rmz3Mu48qfqnw4ExiTA,AZ,32.2313572,-110.9576257,3.0,101,2
CzhPYY5-OdPLcEC2BT8rkg,AB,53.4750684,-113.5045822,4.5,8,4
z55MjytBCcIza_LFT73Lzg,FL,27.9625853,-82.4515743,4.0,41,3
r43DrfYAbAgifsYyNkljZw,NJ,39.9216653182,-75.0415585957,2.5,99,3
ZND93WKIjNnISE3WldWPlw,IN,39.6191069793,-86.3521051528,4.0,17,0
FH_LQqNmjiFnvm6vGuXmnQ,TN,36.3770014,-86.4736923,3.5,12,2
LmbGTYqufVQX8kWuUzO8mg,AZ,32.15236,-111.136156,5.0,13,0
fmlv6iHwuTIdQrbzvm_KHg,FL,27.9421149303,-82.468768992,3.0,8,3
5Do_7cNQPNqK-_JNMl5S1Q,AZ,32.0440608,-110.7136667,3.5,8,5
zmpRwOqxaajeh2YvAKxLaQ,PA,40.0901442,-75.3844343,3.5,171,2
QSA-x2bb3kum9QLFpy7vUg,IN,39.9795004552,-86.0048751533,1.5,26,1
sdLBeQVxRb0vbAuOB4rTvw,FL,28.0689015,-82.4431821,3.5,60,3
vfmHUg7jWnfzLb90vcuLSg,LA,29.9550171,-90.0688895,4.0,217,0
JVuOGhY50AwxIRl7Bf4btg,MO,38.796737,-90.339604,3.0,12,4
vuAI70USd3my2Kb9_9zajw,MO,38.6123369,-90.2873347,3.5,238,0
UjXH7iq8eYauQoGswkxGYw,PA,40.0607947,-75.1920424,2.5,28,0
URp-c4MOFJPLsfES_JBmBg,PA,40.01622,-75.321098,3.5,52,2
kkcQYuF3w5iHnHMf0EnRhQ,PA,40.0185131,-75.0581372,4.5,380,0
0z-pNv_92L_-LiYV_XlcSw,AZ,32.2502273843,-110.8243817836,3.5,90,1
fnjKM583kumn7z0Z00Rc9g,PA,40.0627091,-75.1520337,3.0,5,0
aLpB8B7Gtwt-hbat_QLDSw,FL,27.7473720578,-82.6718664,4.5,9,0
Tqt99-TsbRT4bmsXHyA1lA,AB,53.5460453,-113.4991693,4.0,186,0
7zzSq-37WyMeSRrN8-zd6Q,ID,43.595406,-116.193503,2.0,54,0
LtroRglV_5uoQFnBXPHw8w,PA,39.8444381,-75.7226031,4.0,6,4
lqbhT7Am0c0iHkkitbI6Gg,LA,30.0232383,-90.2405181,4.0,5,1
EdW9vZanqh-fS8trtecDYg,NJ,39.9798310904,-74.7833065689,2.0,12,2
qppGA9vCUPfw9ngOy_R90w,FL,27.9227533,-82.4934024,4.0,184,3
oyrz4wG_0cI2xStw8Ct22Q,LA,29.9474216,-90.1133301,4.5,40,3
GZDkhotwnmGlpYUKxAwobw,LA,30.048176,-89.9622058,3.5,41,5
nVfkNZLElDdhqWcnaDPtPQ,FL,27.8564449,-82.3302362,2.5,108,2
Rh5lgaOjOeHIUSBpI20llw,NJ,40.073689,-74.746357,3.5,79,2
2brttsiFBlW8070dsPzQDA,IN,39.769421,-86.1595979,4.0,320,5
ujWCzhA9YS2fXzXPW9Lc9Q,IN,39.779037,-86.292772,4.0,78,0
iTbiFCjbYYHZsuNoGMhrhA,FL,27.83328,-82.67987,2.5,60,0
PPcz-0UtIJ8O7xDT551y2g,CA,34.4211464,-119.6988864,4.5,141,2
m98Pb-RE755HFPTr2_wwyw,IN,39.8395709,-86.3857340813,2.0,13,0
t3ax_AGHIqYuaTsQXMF2zg,TN,35.9152377753,-86.8264749982,4.0,16,0
Ix9p19oZJOdaIGjU9lElyA,NJ,39.9892797,-75.0092017,3.5,35,3
JAMmjTFdUGBpV24K1riSjQ,PA,39.9472244065,-75.1572515,5.0,13,0
vUrTGX_7HxqeoQ_6QCVz6g,PA,39.9736865005,-75.1339557767,4.5,1121,0
g_XpKTFD7oPt-tVXmpdnTw,AB,53.5409923,-113.5890938,4.5,16,5
lnBHU3PGEiNZizWvkzBG8w,PA,39.8344097,-75.751997,3.0,13,4
gC8i-lxwvGhVpOXM5eYdtA,LA,29.9753678,-90.0991635,4.0,245,0
e3UoWkjs3RuHSntfGK9R1Q,TN,36.0934701142,-86.6531600431,4.0,8,3
EMIRaHf4ngpJ2qYdl_eChw,FL,28.1235366884,-82.4633842707,4.0,5,1
Mda0PLZBaHyyBGii30NVcQ,FL,27.9381235,-82.2710117,4.5,47,2
P0u1f6ea6LsyB8m1CXXyNw,AZ,32.3562922407,-111.0893377812,2.0,18,4
6rZkogALtWhE57DpWhK6ow,FL,28.0624351131,-82.7060571313,3.0,25,5
BAX4H5m3_8AFnNNjX-F6jw,FL,27.9959616,-82.5088454,2.5,8,3
JroMBSRiVq1u8-KZVDZh7g,MO,38.592301,-90.270873,4.0,87,5
94Kq5YyU6C8cwgdh4_ozjw,TN,36.1607831939,-86.7755797145,3.0,109,1
py428kUHafrkuxL_jKjR_Q,NV,39.492097,-119.806538,2.0,35,0
Idjv5ldTN-4Q7QseD46AOw,NJ,39.9527563,-74.8707239,4.0,100,2
SKjm5fN_qr0MYgoWbL_AJA,FL,27.8118006,-82.6381522,3.5,8,0
SVSafDWg9r2Q5XEVOLPSSA,NV,39.4961984,-119.7982188,3.5,250,0
Dr2doMUrV87DKwvDAdCL1w,MO,38.6910697,-90.3882907,2.0,21,3
s2y3qUChp3l-7j8YWsjNyw,PA,40.0767727,-75.128654,3.5,50,0
t4sNPmBlDoYwJQD4CnW72Q,AB,53.587063916700004,-113.4171299605,4.5,24,3
NbgxCd-ImFiiV9mUtZRT8Q,FL,27.940566062,-82.4549970111,3.0,59,3
mFE9V6LPpsDRUQLEBsBRRA,PA,39.9186353,-75.1824221,3.0,17,0
4PfDVXUiHTslBmKpp1Ckiw,TN,36.2178423,-86.6940374,1.5,46,5
sdry33zdnowRzDrWaNdcFw,NJ,39.758028,-75.354327,3.0,38,4
dOfLfpa8BCq0R3x9c-bC6Q,IN,39.9371934,-86.2358917,4.5,5,3
hMD5ISDIyA-7AhigZsECJw,FL,27.786636,-82.67996,2.0,12,0
xjHAl5eQqyO0YK7pXDx7Hw,ID,43.5900158,-116.2873662,4.0,55,5
DytKODMqcvQ7MWA0NN2uNw,PA,39.9713575331,-75.127588677,4.0,210,0
KgwQn600E8b6omYaM8T2tQ,IN,39.7799276,-86.1723587,4.5,54,5
aiqbuqwA8ZyTuu4W5JaD3g,AZ,32.2646173,-110.9289157,4.0,59,2
W0JwMDaPz4KxJPqiUuh45A,PA,40.026761,-75.328401,1.5,74,2
ImeZuwzKRrRGh8VMXOENYQ,ID,43.6113039,-116.39061,4.5,32,1
gCcJTKC40CL0XtYYGfcXDw,PA,40.024774,-75.2214354,4.5,423,0
T4Vtm5WHmH28rFjmstowPw,PA,40.1139618,-75.3438369,4.0,17,2
aIflpZXlmofFGelTlqgGEQ,TN,36.1528532568,-86.7959881743,4.0,151,1
TNz-ZAiCS6GzN1PtDBn-RA,FL,28.1183792,-82.3817456,4.0,17,1
jRLskcm_icZIKs81mYC4iQ,IN,39.824978,-86.253415,4.5,168,3
9EkU93HxB6gMAvuvkfVqVA,PA,40.0303618,-75.1799143,2.5,16,0
XT80TPuzEPP7t7x8-M9mxg,NJ,40.2034157,-74.7409276,2.0,5,0
V1n-wIrt5xtI0VIAxIP5dA,LA,29.92296,-90.0886304,4.0,650,3
0Jw_Q5vH6phmYxesX9jRUA,LA,30.0167047,-90.2006809,4.0,27,1
saY6vCt-GsDfh6QYAA3WYQ,NV,39.5152765559,-119.8276507358,4.0,30,5
zVcqt-bFQrN6w65PZ4GGwA,NJ,39.6553936,-75.0916384,3.5,25,1
V9MTs8xqnY-xloFZXDBzqQ,IN,39.8112382569,-86.221562773,4.0,5,5
WRMlifrYLjRY8q5YUUbfZA,PA,39.9674553,-75.169558,3.5,151,0
ckNVsfVzpo9FJPO0Axrw3A,MO,38.5998426,-90.2429018,4.5,21,5
WFdIA0fpqQwO_219H8zfQw,MO,38.594239,-90.3599349,3.5,76,0
jmwasbZfgj3honf79qKsnA,AZ,32.2219642,-110.9721883,4.5,805,2
fFA6bjWbq724vB1tW4V9pQ,PA,40.0503776775,-75.0094825029,1.5,15,3
qgott66PgfZhxt9fpstGiA,ID,43.611928,-116.2956348,4.5,232,5
OxoyjcIqG8QEPGviDkrZmQ,NJ,39.651053,-75.3281735423,2.5,11,4
Mha77MN_BYGB-w7DONZ5YA,FL,27.9966052,-82.5243863,4.0,249,3
zbrIMldF_O1ZQ0vpUaaa8A,CA,34.412758,-119.688965,4.0,768,2
YVM40BH2NmrpG1zQw2-PgA,PA,40.1149799,-75.3465697,3.5,6,2
5m9QeYTx52m50MMR3Rr_wA,NV,39.470729136,-119.8085239866,4.5,60,0
Tj_k9x4px-pzvxQcUp_Nbg,NJ,39.9415510161,-75.0057181589,3.0,55,3
UTm85DD1C_GMNrDzJVT9nA,PA,40.1204471,-74.9053943,3.0,20,3
6OBV0LXFHVQoUWuQxJxtwA,TN,36.1650380033,-86.5101502378,3.0,126,5
6U0ZweWWWQUzea2rF4zKgQ,FL,27.76389,-82.396463,4.5,99,2
o8JeOB8HTa5HYHg6hfqTHw,DE,39.7468586,-75.5734395,4.0,51,1
j8ByxvLNj0ycQvDm4Q48Tg,FL,27.8930620915,-82.293536067,4.0,24,2
vutEDsc_BYDZSXc5M6GdUg,NJ,40.053017,-74.8909349,4.5,10,2
XOdi_mGwtMM0JAbSE-fSAQ,AB,53.435305,-113.602115,4.5,7,5
fmeU9uSwRHpfBSNnYQbeXQ,AB,53.452975,-113.5108899,3.0,13,4
JjaUdQ5dnJ5Ktitu4UpWZg,AZ,32.383344,-110.9637618,4.0,20,4
BkzPB-keyU1Ri1Fd8YuiAw,PA,39.9710521,-75.1582199,4.5,21,0
0homyPnPv_UhgIFFMpYXJQ,IL,38.7817075548,-89.950378011,4.5,13,5
wCluBbW9nzS7MEMFltMwJw,PA,39.9717941,-75.2261989,2.5,106,0
LJsEHbJIqfjDwX5ODrP7Hw,PA,40.15285,-74.975975,4.5,11,3
TCAaeZi4m_RwUTTbZseRmg,NJ,39.9156783,-75.0664164,4.5,161,3
mvJazJqQvm7CO7kykpDptg,AB,53.4949355039,-113.6646821691,2.5,17,5
g2JHAYFX2tOJubMHSXdYQQ,PA,40.0818823,-75.1890789,3.0,38,0
3D2hDzIkashmMJ6BKBoy9A,PA,40.125644,-75.3304452,4.0,5,2
SKFGoy2hlGmivK3jCODaIA,FL,28.4677353,-82.510825,3.0,11,4
pKg4NleedNE_SxkfN_NlTQ,PA,39.9554278,-75.1643767,3.5,30,0
u5ey9qM96IDa08ob1PI5OA,FL,27.9767207141,-82.5377494219,3.0,30,3
TV81bpCQ6p6o4Hau5hk-zw,FL,28.1553911,-82.761866723,4.5,1368,5
rPKaAsWOJgWvde3aqU5mLQ,AZ,32.2729604,-110.9604898,4.0,7,2
WJcPpXwJC-iYThi2zpdvSw,LA,29.9493093524,-90.0653102098,1.5,6,0
jx08bYW9trXnfdw9hAEoRw,PA,39.958729,-75.257811,1.5,74,2
9XMPek9GZ4KAf2sbCBRAKw,FL,27.9644881,-82.4008771,4.5,27,3
Crwv3yAmCFweHFKQJJez5w,LA,29.9633359,-90.0576356,3.5,90,0
FnEkr6LzjuGsg93Z7fkl7Q,PA,39.954395,-75.169849,3.0,131,0
sI0B9BdUVPXFtF27RI3Fdw,ID,43.5821128,-116.174237,4.0,81,0
1SQdqp3oEtDe4aQ1fGNJ5g,TN,36.1605472562,-86.7796375777,4.0,66,1
sDbsELyAdRlpAs8vpQeKWQ,FL,28.1900820285,-82.4586819464,2.0,29,1
VF2PtrstMeasOK_4d4VHVA,AZ,32.2358495215,-110.8916858,3.0,22,1
bd8bXrhpd2HIRo5qpSZhJg,FL,28.146239,-82.354592,4.5,55,1
Bmh7d4yVxpgLPQ8KLcy_4Q,PA,39.9887627,-75.249793,3.5,36,0
TuRy46Cyb7MWjV7VM8VNYg,PA,40.132814,-75.379524,3.0,71,1
FWfUki6qewYDWdMdb_gcEQ,IN,39.680408,-86.129355,2.0,11,2
M4pf66QgBEu45FF_ivqk7g,FL,27.770927,-82.642797,4.5,410,0
HYK6JACOzRHk2XHUjbyJ6A,FL,28.0494469,-82.6958103,2.5,55,5
1ig2AJg8A08_XA3pFAMiRQ,TN,35.9628414887,-86.8103084232,4.0,252,0
indl78vhU8vTjq_kBJXhaA,PA,40.2437403,-75.2865954,4.5,65,5
JQz0_R70G3bjQ5dRqrhxKQ,FL,27.9438404,-82.7994923,4.5,519,5
Wd9JBLjCCh5yTF0vPAxCAA,AZ,32.1526671,-110.9772317,4.0,202,0
3UndL5nMLBnibuIeEJG_qA,PA,39.8396701,-75.7102523,5.0,6,4
fB_VJEJTIMyWv5hC9T-xwA,PA,40.0453172867,-75.1176526374,4.5,77,0
UQJXnNKl_RHH2t7iuT1fig,MO,38.5665329826,-90.4970825509,2.5,13,2
gGCIGJcKWoPC9xZNDeX3pA,AZ,32.22942105,-110.9905687,3.5,39,2
KNjGyORbfFuhKHRXs9JtWQ,NJ,39.7004138,-75.0509844,3.5,39,1
yYpU8EWucx32OYIIHqP63A,PA,40.0263283,-75.1324873,2.5,55,0
nvEFnkeSh3bKkajIIWdHDg,NJ,39.7650397,-74.8908921,2.0,7,5
G_nOnJ17sTeyfco2oyG25w,TN,36.1271913797,-86.7131924711,5.0,8,1
ln2TenkFOODYi7AOX9we1Q,FL,28.01231,-82.762153,3.5,116,5
7Ld1DxAhSlGSateku0iqbg,DE,39.746369,-75.573711,4.0,50,1
EmfhA4MWLn4sLPEiJbooSg,PA,40.0180901135,-75.6770539706,4.0,6,4
iSHKYbQfB2q6sGnd7AD2_A,PA,39.9743416,-75.3218129,3.5,27,2
wzE61ThXOdrSegvwSOzf5w,TN,36.1367494339,-86.7997314667,4.0,578,1
4dQUCcugbjHpiH5f2WZXsA,MO,38.603384,-90.387066,4.0,11,0
bWiOMj0g9ub53j1l8TJqSg,LA,29.9691105,-90.105768,4.0,67,0
hmzx6ymJcM_kErCHCGhxxg,TN,36.0855815467,-86.6486375034,1.5,6,3
yJ2ZRXx01eF40eRQFqIBeQ,LA,30.0047127,-90.2240166,3.5,197,1
cgnU59I7pMj-VMeBXhh4cA,IN,39.9636938,-86.1253351,4.0,15,1
vSQPjQYfMDBRS3bQ15zlGA,PA,40.0070933,-75.289652319,4.0,112,2
u8AetejFjM4g2vfwaNHx7w,PA,40.1796233536,-75.1819565892,1.5,13,5
vjktCCFoOBS_9j-O2-ub3Q,AB,53.5562185,-113.3164387,3.5,12,1
MxR4ADMrdNWAjNAMA_zXZA,FL,27.76091,-82.6627542,4.0,22,0
