business_id,name,state,latitude,longitude,stars,review_count,cluster
dIwOZoxwSpPUV3eMYFzPqw,El Guero  Mexican Food Truck,PA,39.9797909,-75.1546781,5.0,7,0
WXwRcHGaV8W3twAOJtWlew,Village Burger,PA,39.9424508214,-75.1420305669,1.5,16,0
0zWAsCBzvuCI_Ydx7yH1Jw,Shing Kee,PA,39.9346322655,-75.1551747608,4.0,84,0
o3ZzCZCSqK70-S_NnQ4DZA,Wing's Restaurant,AB,53.5870245,-113.4059748,2.5,14,3
b8EjtNcEKDbR1ATUaKO7WA,Lilly's Gourmet and Catering,PA,40.3110241,-75.1308993,4.5,62,5
V3YH4QI_OQmUgduumtGyfg,KFC,TN,36.3972252169,-87.030103265,1.5,17,4
ScXMp9vL7yjmG__hRK8azw,Corropolese Bakery & Deli,PA,40.2378655,-75.5358704,4.5,89,1
tXZXimXWvx-jF6UVgjE3Og,China Gate Restaurant,FL,28.2737859,-82.6278954,3.0,15,4
UYhbbpuD199E7BabX93vAg,Buggin' Out Boils,LA,29.9682679,-90.0326531,5.0,5,0
mVMR2nvy96Jrl0Aqa8NeBg,Sabor del Caribe,FL,27.9717043364,-82.610597697,4.5,8,3
FuU2rBUeztCZp8SUNtHcNA,La Cocina Dominicana,TN,36.07306,-86.7245444,4.0,19,1
fpzvkqoD--aMK8t92Aeshw,Ruiz Mexican Restaurant & Cantina,MO,38.80041,-90.3308,3.5,83,4
4WdDY97x4GdMYtyk1KQMnw,Lilly's Cafe,LA,29.932123,-90.0735046315,4.5,777,0
QQeRZIlaqfwRl_sIeKE_Eg,Chick-fil-A,FL,27.9459274,-82.465604,4.5,8,3
_ahiaZVH2uVzVaZ0SF2uOg,Manhattan Bagel,PA,40.2091224159,-75.2267977595,2.5,27,5
ciBiwtengE4sbsThPpeVpQ,Coa De Jima,ID,43.6146634932,-116.2018520013,4.5,22,0
6iqDIQCE8sq7Xq1xvhG1Tg,M3 Restaurant,NV,39.4760091123,-119.8072385179,4.0,245,0
V8H6z5ulGJEkaFUyRfmLKw,Sculley's Waterfront Restaurant,FL,27.78556,-82.7812484,2.5,355,0
OevKyf31TBJkGdKCarZiew,Lucky 7 Deli,PA,40.1318888,-74.8873063,3.0,11,3
8qCbeHopky8xpGndJCcr7w,eegee's,AZ,32.1785317,-110.9763018,3.0,25,0
0qu0fNTOsSmuREYVIMPuIQ,Cold Spring Tavern,CA,34.5216257926,-119.8405629067,4.5,1018,0
qiZ60gI5LCzhkW59cmrFoA,Italian Affair,NJ,39.722459,-75.1148125,3.5,153,1
-hVMfjPPEsSnga_gnYJx2w,Flowing Tide Pub 3,NV,39.4875800401,-119.7593061178,4.0,102,0
ehtRUGXtMGiyjEsVTvyIKg,Francos Tomato Pies,PA,40.2363716,-74.8317737,3.0,34,3
0a8t_Th0jtWUMmtq0q2dqA,DK Sushi,PA,39.9531984523,-75.1928739332,3.5,30,0
D9p7-HsY9llYP3BaCVg4DA,Cafe Soleil,FL,27.723416,-82.739291,5.0,468,0
jwGGsDKKOsrLjncBtDnHtw,Aladdin's Hookah Lounge and Bar,TN,36.1513873,-86.8042209,3.5,78,1
7IU6885SDuzEA9JfrP--uQ,Keke's Breakfast Cafe,FL,27.8929992713,-82.781237061,3.5,100,5
HbZDCqcp3wWEJ21M9sfTXw,Orchids Thai Restaurant,FL,28.2828536,-82.6975165,4.5,143,4
uO39--k_hrCFgZh-Bl8m8A,Taqueria Cuernavaca,CA,34.418932,-119.704239,4.5,409,2
wq_NK_p2C_5tKdGdz2YOrA,Crescent City Pizza Works,LA,29.958918,-90.061087,1.5,8,0
rdtMeOwRcXw4mJVxiBQ_IQ,La Mesa Tortillas,AZ,32.3245749305,-111.0432738044,4.0,64,4
9SVub2VmfgMmyqe3KQh3bA,McDonald's,TN,36.0353716033,-86.7917333543,2.0,27,0
BzQiDngZIG0MfbjJFg-yUQ,The Post,PA,39.9524469799,-75.1836892962,4.0,46,0
HSyOKS1cbfNWFoRCARNfcw,King Ribs Bar-B-Q,IN,39.8307321,-86.1224332,4.0,85,5
7L1kXfwU5XM6f6Jxo_L7Yg,Casa Molina Del Norte,AZ,32.2614029,-110.9440973,3.0,116,2
ro3mmznC6MEhzEw4osI-ww,Jack in the Box,MO,38.7823301887,-90.3827002645,1.5,18,4
KgozvZ1UFfXuJToqe8CfQg,Fortune Chinese Restaurant,PA,39.9444060526,-75.1728806172,3.5,87,0
_nijsfuOTX-S3q0LUrzN0Q,Mela Indian Restaurant,IN,39.6934921153,-86.0745752706,4.5,17,2
RhRQhyGHurL9WqRoAn7luQ,Uptown Grill Breakfast,PA,39.9609427,-75.2412374,4.0,10,0
zsDjnBHyJsYfkdry96x75g,Gold Coffee Pancake House,IN,39.6386881234,-86.0839409754,3.5,92,2
ZzojMM0SQFTBrUIZ_IKqqQ,Grand Deli & Subs,FL,28.2250000507,-82.7236183,4.0,34,4
W8Z4rXYkmZlEVSaxIVjyvg,Redwood Rotisserie + Grill,NV,39.5055424,-119.7902156,4.0,464,0
4epAhj-ES7h179d3ZTrQmA,Colonial Corner Hoagie Shop,FL,27.8375046,-82.6995233,3.5,27,0
Bey6zC3Q6D1PTzqzPU32VA,Legends Bar And Grill,AZ,32.3576668596,-111.0256558577,3.5,35,4
pumCmgyg-13pTIHuoIUxOQ,Papa John's Pizza,PA,39.9636294166,-75.5968833987,2.5,17,4
LdKOAUDS7L8wj1ft3GnMmw,Health Haven Market,NJ,39.9771836,-74.8330303,3.5,14,2
DNA6jRC6wt0QXO4zN-BdXw,New Napoli Famous Pizza,PA,40.052735,-75.0804037,2.0,5,0
svp-LUSgWRACh47Cng_DOA,Real Del Monte,FL,27.9653397,-82.7783844,4.0,5,5
J3sbnmR2lgGccg8rjYPzzA,Jimmy John's,TN,36.0394307,-86.7423839,4.5,24,1
TRxR32_T_7Ly_RW4Ke97fw,Hon's Wok,MO,38.6387913,-90.2587654,2.5,140,5
ivqLnrB81MDwN5jXbPwSWA,Twisted Tavern,MO,38.4155314,-90.3908517,4.0,53,1
blUgn4gm4pQtbPrx_sY9sw,Chick-fil-A,TN,36.3320783,-86.6203347,3.5,38,2
uoMWvXch6sWnI9FMsE_-Vg,Cafe Napoli Restaurant & Pizzeria,DE,39.7285666239,-75.6535895169,4.0,114,2
bKgyXSQUGA8IHGt8ne5NuA,Chipotle Mexican Grill,NV,39.4774686077,-119.7931618635,3.0,160,0
Z5ochgsEdh8O82g3lUfk0A,Sphinx Restaurant,TN,36.1361319056,-86.6995993748,4.0,20,1
KnV4SqaJfl44qOvhTGFBSQ,Mucho Burrito,AB,53.5420127788,-113.3176381004,2.5,16,1
2A35Yi7mHQu9uT61M7VQow,Los Nietos,TN,36.230388,-86.725432,3.5,40,1
070Sixz8aXNoSbH0-49PDA,Waffle House,MO,38.771974,-90.4918096,3.5,22,3
NPXjHiSJXPWV7mvU8ut8MQ,La Esquina Pupuseria Salvadoreña,TN,36.0842,-86.689237,4.5,26,3
pSmOH4a3HNNpYM82J5ycLA,The Pancake Pantry,TN,36.1369852,-86.8005383,4.0,2063,1
ab3pRv-b0o-BwMK2jVbH3Q,Saki Endless Sushi & Hibachi Eatery,FL,27.9572854,-82.7295288,3.5,473,5
QarBzRlp4EI0JQxjALqEuQ,Metropolis Restaurant,PA,40.0839750228,-75.1640574843,3.0,23,0
136iuMkyEda_6tmkMI5haw,Gyu-Kaku Japanese BBQ,AB,53.5410856,-113.5000553,4.0,32,0
JQsDoGIv4XBtypoMS0m2cg,QuikTrip,AZ,32.1924496,-110.8564794,4.0,10,1
B10mqANgHvL8gBteo1UhAA,Caruso's,AZ,32.2273367,-110.9653331,3.5,381,2
1JtpcHELRrSDoWS80WtzuQ,Chef's Market Cafe & Takeaway,TN,36.3222792,-86.7031195,4.5,319,2
T-uphPk44OFt6sR8F-0uHA,Iron Hill Brewery & Restaurant,NJ,39.851736,-74.998271,3.5,289,5
tsx84z4c0B-y6J5fqfvBqg,Mr and Mrs Crab,FL,27.8406421,-82.6854098,4.0,360,0
9hlCvuR5yqPNQZ0Dpgleug,JD's Soul Food Kitchen,PA,39.9641219,-75.2043607,3.0,19,0
jAP9s74Wl3EjKk2SJ93CgQ,Firehouse Subs,NV,39.4211118,-119.755588,4.5,23,4
fVkyuNElYY3AO4a3SxchCg,Wawa,NJ,39.844732,-75.018181,4.0,5,5
onPYxtkOmTIGYJbLCPX9Qg,State of New Jersey Motor Vehicle Comission,NJ,39.9284628917,-75.0525993451,2.0,10,3
pvuaumnAjI-0MBQuo_QSww,African Naturals,MO,38.5875291,-90.2762936,5.0,9,5
nsZMsV91PfYQ8w2lbktpjA,Non Stop Pizza & Grille,PA,40.022248,-75.0472798,3.5,13,0
v7ibuvyZutqZ7pjMCH1exg,Frank's Spaghetti House,PA,40.056184,-75.061858,3.5,43,0
RXY3591yiSM2GQyhbHdeNQ,Wings Mania,IN,39.782151999999996,-86.0464874,3.5,13,4
ptLOmLGPbmq9QH6CXDGRZg,La Chilanguita Mexican Cuisine,PA,40.1320238,-75.3344538,4.5,12,2
Q_Wo3rX84Dy-YdQsiDmrWw,Chickie Wah Wah,LA,29.9665929,-90.0897354,4.0,126,0
XV-jiJ6yb0LXlh4EyEWbqQ,Joey's New York Pizza and Italian Restaurant,FL,28.0511853,-82.7370533,3.5,183,5
gT69S0R0gpmxwjCLznwT4A,Gio's,FL,28.0274726,-82.5014256,4.0,95,3
nWyACfz6EBYKRu_MwOdEyA,Mizu Asian Bistro,PA,40.135,-75.451678,4.5,90,1
7A-q7-bajt0NxMy36dUfIw,The Station,NJ,39.9522838,-75.048543,4.0,37,3
v_o9A1ifsdR1o1ZZqP-_CA,Jimmy John's,IN,39.7754997,-85.9880003,4.5,12,4
fnGZspqyamRremXor0sAyg,Frog Bar & Grill,CA,34.4429379178,-119.8800369458,4.0,16,0
DRCCplzDIE3iCcSVdOdczw,Pop’s Kitchen,MO,38.63223,-90.1994841,4.0,11,5
vzG8THG9K2lDu-Ah6vFAVA,Café Piazza,MO,38.596777345,-90.2178671888,4.0,164,5
N-ej51lLtIl4TMC-Qb3k4A,Zen All-You-Can-Eat Sushi & Grill,AB,53.5129039,-113.4982425,3.0,90,0
hkuIjzyewr7RyIbKvjUQ5A,Da Pollani’s,FL,27.8797181,-82.828024,4.5,76,5
x9ptZAtg1zWT6SGozxTvzg,Blimpie,ID,43.611928,-116.2956348,3.5,13,5
gY6xgzPZXPv-8R70cADfqA,Jiallo's,IN,39.8978377,-86.2172076,4.0,88,3
_p4IFrOVtQLS7XsVJz4Vrg,Philly Pretzel Factory,NJ,39.9141403,-75.0617798,3.5,7,3
pJch8MuldB4WJtg6gsTU5Q,The Sweet Coquí,AZ,32.1960032012,-110.9788070743,5.0,9,0
o6M6fFBHl_nsDkYxopZuuw,Main Gate Square,AZ,32.2315,-110.959248,4.5,7,2
b6tcKm-auC0T0CK39ikNZg,Best Life Pharmacy & Restaurant,LA,29.961885,-90.090121,3.0,19,0
bSWL0YxfawjS03_g2kgujA,Allegro Pizza,PA,39.9514453,-75.2029159,3.0,221,0
iHTL6BPlaPK6xvOa5MIKaQ,Essentially Fries,MO,38.5794703994,-90.2941099182,4.0,5,0
Sw7qcWQ5_iOUjBZMhSxyOQ,Ted Peter's Famous Smoked Fish,FL,27.755415,-82.735603,4.0,480,0
ipaHtb0jzsnzuxkjQxvxgQ,Solly Pizza,PA,40.0618594,-75.0520111,4.0,40,0
z22hSRptt_DS0nWjsIka2A,Outback Steakhouse,PA,40.1937724033,-75.5249086706,3.0,89,1
O4ZGS9QvvCO-mpzmn5nfDg,Calusa Pizza & Craft,FL,28.1269692,-82.5008361,4.5,30,3
aw5GN4yk6r0r9e_5TdiLFQ,Carmine's Parkside Pizza,PA,40.079206,-75.6902833,3.5,60,4
Y-2Vjxwv5TbV_Wfnxei6Vg,The Soup and Sandwich,AB,53.5639992,-113.3190176,4.5,8,1
HVRr4sb4taskrD9eQtrJEg,El Meson,IN,39.6358334138,-86.1190251046,3.0,7,2
cX1VH_vpqGoLrio4sV9xcA,Ron's Original Bar & Grille,PA,40.059489,-75.654769,4.0,383,4
ejEfdVaby6WbpB1XXlq2PQ,White Castle,IN,39.9137492704,-86.2243404318,2.5,26,3
rkem6aEo3vAG2VufybdwuA,Outback Steakhouse,FL,27.9393094494,-82.5004009918,3.5,159,3
mHOr_yXaYYFks1AP72Vg1Q,Lamp Lighter,LA,30.001271,-90.132237,3.5,12,2
2XYPFRm7teCUr3eGsB2-qw,Thai Orchid,PA,40.1504078852,-75.3046250167,4.0,195,5
N5ekxQd7wGHWJJK-p9qqXw,Moto Cucina + Enoteca,TN,36.1559332768,-86.7864618589,4.0,423,1
EZuIzN2oAdZt-dkbdwH0pw,Sockeye Brewing,ID,43.6204010336,-116.3383125233,4.0,236,2
efou6IrwQhHAXZ0e0v0Gkw,GYRO CLUB,TN,35.9808703,-86.5635343,5.0,21,3
zovW14jubnMvimCBKn7Jhg,Hing San,PA,40.2451314511,-75.6433050896,3.5,7,1
z7em5co2qckbAXoDGXynsA,The Blue Duck,MO,38.6129446,-90.3198856,4.0,278,0
3isl7KHvaEbkEfNkcWMeLg,Stackhouse Pub And Grill,MO,38.6810439,-90.4982845,3.0,52,3
02kw1y-cUK5v_u5BaAQvjg,Arby's,DE,39.6707971,-75.5983625,3.0,9,5
pMX5P_cDFqoo_-ZBUP-UOQ,Sonic Drive-In,TN,35.9806894,-86.5625682,3.0,9,3
sGbjViru0iJfxH5cBpMeHQ,August Moon Chinese Restaurant,LA,29.9260216,-90.0943309,3.0,83,3
7fGsiwsL-cg4UIXWys5fNA,Concord Bowl and Recreation,MO,38.5205639101,-90.3634550795,3.0,27,1
hRPH-pAQmxSiyyxTfljusA,The Hideaway,MO,38.606677,-90.2880345,4.0,48,0
QrIV69RPS4LTpIwPoL22_w,Applebee's Grill + Bar,PA,39.993173,-75.092621,2.5,55,0
wm5hFxN7IePGMSyMw3zd7A,Alpha Pizzeria,FL,28.28109,-82.680226,3.0,45,4
2zocwC7qMq3LsivPn9Z-Eg,Gryphon Cafe,PA,40.044301,-75.388243,4.0,195,2
E21pyPcyVBkW18ta8n0HqA,Folcroft Original,PA,39.8900163,-75.285482,2.5,16,2
cbsi6TU7ojJ_exZSD-zv9w,Dairy Queen,IN,39.6652470161,-86.126124,2.5,11,2
hWkB4zFBRiDJDxfVOjhRDg,La Bella Pizzeria & Ristorante Italiano,NJ,39.9151275932,-74.8266545233,3.5,46,2
gJvHJcDBnrcIKDGo9_-v5Q,La Collina,PA,40.0264727872,-75.2321217309,3.5,150,0
4UNrSbCu7rFsMOcU966a8g,Papa Murphy's,AZ,32.134418,-111.0021703,4.0,12,0
Lzq-mUgmdLz8mVpb3gGarA,Buffalo Bell,AZ,32.1784358,-110.9686162,4.0,53,0
E8GeMcCv17n30NLL7LZzog,Eli's Bar B Que,FL,28.016086,-82.788527,4.0,92,5
hI7m7riS39CrgGOhHOLH4w,India Café,IN,39.9139969,-86.184581,4.5,165,3
yDHINEt7By47My7x4Mb8oA,The Gypsy Saloon,PA,40.0689589,-75.3125708,4.0,201,2
dWWOryYimQs3EzmejrVt7w,Boulevard Pizza,NV,39.542502,-119.7643719,4.0,199,2
alUk6OwNhofyc90NDMDY-Q,Fabio's Chicken Restaurant Takeout,PA,40.0232879,-75.1237642,4.5,14,0
kimOwpoIWzJJx7NHTAj74Q,Little Kitchen,PA,40.0000840441,-75.2284179916,2.5,50,0
fCFUlCHG4spZ3O0vbqnYjA,Pat's Pizzeria,DE,39.715031,-75.634876,2.0,5,2
dMhslmjZ0dJov0sMCxf39Q,Anaya's Mexican Restaurant,IN,39.6344705,-86.1569734,3.5,54,2
mbglgx3nbRRPKxh0SxDjNQ,Parada Maimon,PA,39.9590025431,-75.1582302558,4.5,202,0
PBtZNTQl5tRReeC8It1G7g,Safety Harbor Resort & Spa Trademark Collection,FL,27.990771,-82.687441,3.0,305,5
vyyr3G874jpRYSQo2KPZow,Cristino's Bakery,CA,34.432215,-119.8481,5.0,117,0
zedtiorJSVxjpqMKdyp9TA,Bully's Sports Bar & Grill,NV,39.3947087,-119.7651107,3.0,116,4
q1LlkxzJ1VEzKedgPrcDlw,Rally's,IL,38.5540526,-90.166927,1.5,5,2
cVW9b_1bqsvTU1jhGNWUsw,Yoshinoya,CA,34.415142,-119.840629,3.0,9,0
u0aAfNcZYcRaCpYeziqq8Q,Poseidon Asian Cuisine,PA,40.037656,-75.4945024,4.5,31,4
5qmNrtr0iNyhCk6ky3c97w,The Cheesecake Factory - Cool Springs,TN,35.958367,-86.8134629,3.0,248,0
X9WTFeGEUjOQ9U6XZ7FqHg,Carl's Jr,ID,43.6092795,-116.2852851587,1.5,22,5
--hF_3v1JmU9nlu4zfXJ8Q,Green District Salads - Monument Circle,IN,39.7678876,-86.1583509,4.5,15,5
9mE7Xp0hH6TMv3eaf2Ylxg,Red Pony,TN,35.9279848,-86.8680218,4.5,426,0
Bb5YSi_C9p4Sp6eD4ZCSVQ,Piezanos Rustic Pizza and Wine,AZ,32.2653037311,-110.9285849243,4.0,93,2
vR1ZFHY1Z0DtkzeHZX0taA,Caruso Ristorante Italiano,FL,27.7699108,-82.7683528,4.5,76,0
fbQkVymvZ0dig8umltKhZQ,Bourbon St. Grill,FL,27.948237,-82.527587,4.0,12,3
9b1MIHEAGz86HInI5IiRJQ,Pizzeria Da Gloria,MO,38.615934,-90.272541,4.5,69,5
Esz_uoKXBN4RJRWmtLpRlg,Sak'n Save Food Store,NV,39.5472267,-119.7836783,2.5,28,5
6B8ZbdIzTpqSv5GeetClkg,Fitlife Foods - St. Petersburg,FL,27.799814,-82.638315,4.0,45,0
ASXwPl_S3U9BJ6S6ZKnMvg,Wendy's,FL,28.1906837953,-82.608692407,2.5,13,4
_RHKuqA3mCHBaNyoljJTrQ,McDonald's,IN,39.7588882824,-86.1131304502,2.5,15,5
SMw8Fkpo4CGCTaSE2LfokA,Pizza Hut,IN,39.7550743,-86.2435093,1.5,21,5
Y92Nc9GhuXWvIABqNtSWGA,Tavern 52,PA,39.8534028,-75.6407886,3.5,21,4
r7iK-eZzarezCOIChpa8hA,The Tattooed Pig,PA,39.8577381,-75.4270299,4.0,56,2
R-EoysIkhjXJrIUvEgYYLg,Wawa,NJ,39.890458,-75.065472,3.5,8,3
c4D851qxOujE5KTH8upXTA,Wendy's,DE,39.66776,-75.6699693,2.0,23,2
_cdy7hVc32mleVooP8x0Sw,The Roost,IN,39.9560351,-86.0388752,3.5,142,1
vHAjYdA3c4G3E7HKMl3OgQ,Barrister's Bagels,PA,40.2122122,-75.4965045,3.0,93,1
bw9vBLjjwyEEuDZ2kMo10Q,E and L Pizza,FL,27.7974544,-82.6804818,4.0,45,0
5WELFq661F6kjrDzoUdWbw,Four Seasons Market,NJ,40.0105999,-74.9659,3.5,10,3
ypEtkQK37INcwFgyCwiFiA,30 Main,PA,40.0475853,-75.4421317,4.0,54,2
ipeqBIxJlQ1090ZCvXF0wg,Papa John's Pizza,AZ,32.2365046,-110.9343177,2.0,22,2
ZbJU9IM3vOpAwRMUWwb9pw,Crab House,FL,27.7619063,-82.64691,4.5,19,0
_f654bkrYdNs1wB_fQVS5w,Crocodile Catering,PA,40.06841,-75.42691,4.5,15,2
mhkPodUyu4xQe5QBXXlYdA,Wawa,PA,40.2326217929,-75.5276961887,3.5,5,1
aqdsoQnytxapbk5i8zksVQ,The Warwick Tavern,NJ,39.8377259,-75.025017,3.5,26,5
qp7cJWwx5-j45fLGLYsn_Q,Pokeworks,TN,36.1632989,-86.7910443,4.5,6,1
sTuDLAMOxhhWQAsKsbGioQ,Beach Hut Deli,NV,39.54,-119.863207,3.5,164,3
62pABDhLkUPAcNgxum_mpw,Cafe Provencal,MO,38.576005,-90.40718,4.0,116,2
2fuQnVPwhU_zzfUog_JGsw,"Tin's House, Thai Cuisine & Sushi",IN,39.7643719424,-86.3450756205,4.5,97,0
6_HDH0EIt2QvX0adkZdsTw,Goree,PA,40.0334671,-75.1159524,3.5,19,0
radib3GHt_Up9-zhUjM1ew,Red Robin Gourmet Burgers and Brews,FL,28.016693,-82.734672,3.5,175,5
tEo47ZH3WGeZstWpZp6bfA,Jet's Pizza,MO,38.6761497706,-90.4642260075,3.5,41,3
c_K8ScxwIstZ2RCNfhldrw,Back Yard Burgers,TN,36.0347416751,-86.7926580997,3.0,37,0
LEpQUdfFKz9UlVmU1XSmcw,fat Rooster diner,IN,39.7663982,-86.1607893,3.0,31,5
3SHw4aZW_muE1kRSLQQjjA,IHOP,FL,27.93555,-82.50543,3.0,69,3
UM6XgOtTX4DWWcGDTWtjEg,HandleBar,MO,38.627945,-90.251275,4.0,153,5
9KM37685AFzsAcAuMvYWdw,Papa Murphy's,IN,39.6934312833,-86.0761978411,3.5,11,2
eLbKuFpCtHEjCkoWkDDk7g,Trattoria Carina,PA,39.9488052,-75.1779537,4.5,213,0
eM5CowLA4lGmATovJrLRXQ,Al's Italiano Pizzeria & Ristorante,PA,40.0605711,-75.0448466,3.5,23,3
3Z9wZypDOTeHH6P4PmIXUA,Buzzs Hawaiian Grill,MO,38.606237899999996,-90.2390325,3.5,14,5
VGXVIUK1l80w3W9HtPyHQg,Pho Mai Asian Kitchen,FL,27.7967405097,-82.3354018651,3.5,110,2
RPszRvgRQR5q7WMGhVNLCA,Wawa,PA,40.2284697,-75.3142052,3.5,22,5
GdZMjP9OkwvclMk8tbQuwA,Rally's,IN,39.7690239,-86.1114688,2.0,7,5
Ax5taPtXMnxhUJjFUQHF4A,Denny's,PA,39.8676664401,-75.3052894586,2.5,86,2
P7qY1cGAPgFzaAk3cSBphw,Little Caesars Pizza,AZ,32.1637987399,-110.9397400024,1.5,19,0
KhBUg5QhBYuK8RZAe5gDMQ,The Independent,FL,27.9919501,-82.4596455,4.0,360,3
c4x06huNhVp04VI_MUiQsw,McDonald's,MO,38.566874,-90.476937,1.5,42,2
-49YlJ2GGzgmQ71FX9gGyg,Pineapple Asian Restaurant,NJ,39.8127599,-74.9296987,4.0,27,5
EwqQAb-UUN_BVrvnwr3hpg,Lee's Famous Recipe,MO,38.6043002,-90.2234813,3.5,20,5
wFES5bGDiPANW13hNHnXOQ,Sakana Sushi Bar & Japanese,CA,34.422264,-119.650288,4.0,374,5
HbWj_5vgF_IwGU4ru-vSyA,Tropical Smoothie Cafe,IN,39.9555398,-86.1631419,4.0,52,1
mg7c4-H5oU3fE-jDSUlfNw,Asian Harbor,IN,39.7741395235,-86.161667034,3.5,187,5
ZMQrlSkugKYxgvRMU-EqFg,Fahrenheit Heating and Cooling,PA,40.1335773,-75.0039297,2.0,56,3
WbA5ud4InNWkizW7HE5kRQ,Penca,AZ,32.22097,-110.970157,3.5,486,2
M1BkW7JZZBrCfT4_Sr4NEQ,The Spot Sushi Burritos,FL,27.892231,-82.784415,4.5,182,5
oT5Bidkfa7cGOp1806ryXQ,Starbucks,IN,39.9136654,-86.1391224,3.5,28,1
1bJxvwuMTyXmQGu90WLPhA,Firebirds Wood Fired Grill,MO,38.766872,-90.493852,3.5,417,3
BQdg19sukvw90QJ4tbY-BA,Subway,TN,36.4097837,-87.0461768,4.0,7,4
GchRJYK1DDvyv45AMkvlMg,The Shop Pizzeria & Market,NJ,39.6325717546,-74.9509069414,4.0,16,1
sLI--1z4vRxCmuL4U-Mr-g,Quiznos,LA,29.961525299999998,-90.1850427,3.0,18,2
e2HO_lbs0uP1-Vis3WKG7w,Golden Bowl II Chinese Restaurant,PA,40.3988025,-75.497484,4.0,9,1
jg1YxrBaK9cB4OT1Zx49Hg,Beer Garden At Reilly Craft Pizza,AZ,32.2233807,-110.9696917,3.5,24,2
ZmrebvKKDIOKNCQaNo_8xg,The Hungry Greek,FL,28.042587,-82.504005,3.5,69,3
kFxHQcrCEycaWLEOkkoE1A,The Neidhammer Coffee Co.,IN,39.7678706,-86.1250896,4.5,156,5
ZXt0zo8liURaAEKD47zDRQ,Frabotta's Beach Kitchen,FL,27.801848,-82.8018413,4.0,188,0
QYzYOJ7AY9av4qaSNlu2oQ,Veskolini Cafe,FL,28.0129188584,-82.7863201434,5.0,35,5
4i1to26tzHGWDpquEeazwg,Lee's Breakfast,PA,40.0014002,-75.153227,4.0,10,0
gD2sF9BKMP428y1NJEiPbQ,George Rivolo Diner,MO,38.703915,-90.3617984,4.5,29,4
pjb3xGA9ccjl49B5ERH46w,Carmelita's Mexican Restaurant,FL,27.8949805,-82.7442806,3.5,108,0
jSP0rpPCYJ-FvW6yydY8Mg,McDonald's,AZ,32.337956,-111.048389,2.5,36,4
YA4OQvZFowHG4_78xis7sg,Boricua Restaurant,PA,39.968903,-75.141464,5.0,31,0
JZVK_yoV48O_2gDykG_1Ow,Bonks Bar,PA,39.9863915,-75.0943523,4.0,35,0
yqBU6jO9e988dwxBkstJFQ,Papa Murphy's,IN,39.9597884,-86.0384798,4.5,7,1
bg7WF23ODrnq3wO2JiSWbQ,Ugly Crab,IN,39.9046409,-86.0660631,4.0,46,1
_I-Ej1Mfyl_5XEnAn2_1PA,China Cafe,NJ,40.199239,-74.752673,4.0,8,0
DsWMaVazRG8qX2rVywGedw,Great Shanghai Chinese Restaurant,PA,40.205946,-74.802112,3.5,19,3
wTDuyCnQuPEvArtcX46FFQ,Proino Breakfast & Lunch,FL,27.9347746,-82.7878394,4.0,25,5
ew_Hhp12Silh3qjoPaW9IA,Thai Legacy Restaurant,FL,27.9387182,-82.2860935,4.5,203,2
G1EanzvwOGLx_J-IwxnwtQ,The Frozen Cactus,AZ,32.2364406,-110.8691922,3.0,33,1
5gAbGJdr0uB8MyFdOAzClQ,Cactus Grill,AZ,32.2340093,-110.9568762,2.0,5,2
MimXaE22Ubx65T6uY6tMqA,Oodle Noodle,AB,53.4568516,-113.3689866,3.5,10,1
WLiqfxv_GhFFA5sm878a2w,Wei Asian Cafe,AZ,32.1903953,-110.7915138,4.0,109,1
CU7JcRlCu01SFdf6CCITXQ,Riverview Restaurant & Marina,TN,36.268783,-87.07734,3.5,70,4
NxZoFqoXTSLLReG38FTRqg,Filistix,AB,53.538696359,-113.5042560602,4.5,12,0
G6qbByoO3QE-rft_1J94eQ,Red Lobster,MO,38.752078,-90.426527,2.5,78,3
TvAgXHsAt1s2PgxA1pQa-w,Rembrandts,ID,43.6945011,-116.3544004,3.5,343,4
wCWtAobVuZ0N7XJTb1ugGA,McDonald's,TN,36.0862588835,-86.6949382878,1.0,13,3
UjhAD9kZe7-wUTjD0BGh9w,Wawa,NJ,39.964187968,-75.0503127649,2.5,5,3
k37i1EW_x848o_n1ATcErg,NY Pizza Grill,FL,27.944940567,-82.5168151855,1.5,102,3
kGNzqiYKDns-IU80uHF4sw,QDOBA Mexican Eats,MO,38.5027289,-90.4449844,2.5,30,2
B6fIXw9UyF06mXmHPMnFwg,Taco Bell,NJ,40.2487483279,-74.7704231903,2.5,30,0
qfFKVxDqFbPtBTlKGQDapQ,Master Wok,PA,39.982461,-75.156031,3.5,9,0
f3umcbFgGLVUx1R7iz9Qnw,Riverside Village,TN,36.2047386,-86.7244708,4.5,7,1
lIOEBs50Uk45ehz7zrtYmQ,Tandoori Of India,PA,39.922337,-75.164854,4.0,71,0
MbzgGsMQpGyVrUJXi_Jw0Q,Dawn Patrol,CA,34.4157298,-119.6936606,4.0,807,2
gUCTzS2K_PkrJzTokZZSIw,Sunset Grille,FL,27.7992038,-82.6470149,4.0,48,0
4Hyfm0Ly3yo96RJTVShTIA,Texas Roadhouse,FL,27.814524,-82.778939,3.5,209,0
yEh8qZoW34uoA9xKiXnCow,Rally's,MO,38.6392723,-90.2410881,1.5,29,5
4y5nCB6NWXRpjL8Spo1iuw,The Horse Tavern & Grill,PA,40.3745787,-75.3129296,3.5,58,5
